,length,ppl,label
711,21.0,-261.858199,0
712,14.0,-183.577725,0
713,15.0,-217.983119,0
714,13.0,-207.692946,0
715,26.0,-309.006956,0
716,13.0,-181.445548,0
717,18.0,-236.914182,0
718,12.0,-153.375183,0
719,19.0,-229.52933,0
720,9.0,-97.783358,0
721,14.0,-183.260284,0
722,45.0,-568.432027,0
723,19.0,-251.625112,0
724,6.0,-76.931663,0
725,42.0,-497.701621,0
726,13.0,-200.787717,0
727,10.0,-123.443189,0
728,33.0,-391.120004,0
729,23.0,-262.037883,0
730,31.0,-350.836498,0
731,19.0,-247.302383,0
732,12.0,-147.032878,0
733,5.0,-68.454965,0
734,33.0,-383.914324,0
735,30.0,-352.443218,0
736,29.0,-381.345693,0
737,35.0,-438.653275,0
738,13.0,-175.123946,0
739,14.0,-163.488715,0
740,34.0,-430.91275,0
741,40.0,-501.932718,0
742,19.0,-225.815185,0
743,19.0,-233.536764,0
744,27.0,-351.627597,0
745,10.0,-136.780761,0
746,27.0,-378.388745,0
747,19.0,-238.76192,0
748,5.0,-68.619984,0
749,22.0,-277.224827,0
750,28.0,-353.560054,0
751,18.0,-223.773235,0
752,29.0,-407.599063,0
753,20.0,-273.588549,0
754,21.0,-281.800141,0
755,19.0,-245.11006,0
756,17.0,-221.709808,0
757,14.0,-174.566928,0
758,21.0,-261.983106,0
759,30.0,-363.312943,0
760,34.0,-469.727519,0
761,2.0,-7.899179,0
762,23.0,-298.895915,0
763,12.0,-153.488371,0
764,2.0,-12.49367,0
765,11.0,-158.011126,0
766,20.0,-267.238897,0
767,2.0,-7.973071,0
768,16.0,-200.343068,0
769,2.0,-8.000787,0
770,13.0,-168.483051,0
771,11.0,-145.218851,0
772,22.0,-283.537379,0
773,25.0,-308.944855,0
774,4.0,-53.450953,0
775,13.0,-207.97574,0
776,18.0,-193.191248,0
777,21.0,-290.549691,0
778,39.0,-518.209505,0
779,11.0,-144.760592,0
780,22.0,-277.354812,0
781,17.0,-247.979822,0
782,21.0,-255.518403,0
783,12.0,-166.911289,0
784,9.0,-108.535715,0
785,18.0,-236.779901,0
786,23.0,-305.198213,0
787,34.0,-410.79426,0
788,48.0,-611.313461,0
789,46.0,-561.869086,0
790,16.0,-200.264187,0
791,37.0,-509.437816,0
792,11.0,-151.422732,0
793,37.0,-455.33377,0
794,30.0,-368.374483,0
795,27.0,-371.57503,0
796,9.0,-115.460026,0
797,22.0,-283.539669,0
798,8.0,-93.595432,0
799,20.0,-231.419219,0
800,18.0,-249.86284,0
801,18.0,-212.499072,0
802,23.0,-285.680974,0
803,28.0,-342.836724,0
804,21.0,-268.216751,0
805,26.0,-336.816317,0
806,44.0,-551.127128,0
807,7.0,-111.725785,0
808,16.0,-201.979192,0
809,23.0,-302.855248,0
810,9.0,-115.26583,0
811,25.0,-321.796978,0
812,24.0,-320.467219,0
813,8.0,-113.276496,0
814,5.0,-88.093219,0
815,19.0,-232.314133,0
816,28.0,-334.145535,0
817,28.0,-367.496858,0
818,15.0,-192.102147,0
819,30.0,-436.109775,0
820,9.0,-115.220956,0
821,23.0,-331.386568,0
822,24.0,-300.862749,0
823,5.0,-55.225681,0
824,14.0,-183.730283,0
825,51.0,-683.940396,0
826,19.0,-245.088474,0
827,10.0,-149.591508,0
828,24.0,-313.697823,0
829,7.0,-104.801991,0
830,27.0,-336.38924,0
831,7.0,-85.227122,0
832,21.0,-255.481934,0
833,30.0,-423.136859,0
834,30.0,-389.537535,0
835,19.0,-251.386284,0
836,25.0,-327.920391,0
837,16.0,-219.919742,0
838,23.0,-291.860019,0
839,31.0,-398.771683,0
840,16.0,-187.100972,0
841,28.0,-343.302366,0
842,26.0,-317.390714,0
843,14.0,-183.415803,0
844,8.0,-146.116493,0
845,28.0,-360.203619,0
846,51.0,-678.514672,0
847,26.0,-326.304677,0
848,8.0,-113.528066,0
849,13.0,-142.408085,0
850,19.0,-251.518119,0
851,40.0,-538.837977,0
852,8.0,-119.800908,0
853,2.0,-30.10534,0
854,20.0,-236.006093,0
855,29.0,-375.345194,0
856,17.0,-215.368519,0
857,19.0,-218.244246,0
858,19.0,-245.26499,0
859,6.0,-70.125794,0
860,41.0,-512.6936,0
861,21.0,-261.889719,0
862,52.0,-563.805826,0
863,10.0,-130.003402,0
864,13.0,-181.743966,0
865,26.0,-321.506493,0
866,31.0,-339.828725,0
867,13.0,-159.920368,0
868,38.0,-474.819589,0
869,11.0,-151.781716,0
870,14.0,-163.80323,0
871,14.0,-196.808136,0
872,40.0,-478.579799,0
873,25.0,-317.746139,0
874,19.0,-258.243553,0
875,18.0,-243.252526,0
876,15.0,-198.942056,0
877,20.0,-229.8512,0
878,30.0,-365.639483,0
879,9.0,-108.58996,0
880,41.0,-489.913266,0
881,12.0,-140.495232,0
882,24.0,-313.046597,0
883,4.0,-40.288953,0
884,34.0,-339.221169,0
885,22.0,-278.946673,0
886,19.0,-251.92863,0
887,20.0,-240.556507,0
888,4.0,-59.927628,0
889,13.0,-168.796369,0
890,26.0,-337.125751,0
891,23.0,-278.793717,0
892,28.0,-349.26925,0
893,17.0,-248.010843,0
894,20.0,-286.331532,0
895,23.0,-295.062485,0
896,24.0,-320.056579,0
897,7.0,-91.904028,0
898,28.0,-360.762303,0
899,19.0,-258.322773,0
900,7.0,-98.302788,0
901,22.0,-309.591744,0
902,28.0,-329.699637,0
903,32.0,-407.269836,0
904,28.0,-338.972364,0
905,15.0,-211.759105,0
906,17.0,-215.352954,0
907,26.0,-310.767552,0
908,23.0,-298.75461,0
909,21.0,-262.073898,0
910,14.0,-216.477611,0
911,23.0,-311.624716,0
912,25.0,-354.824567,0
913,26.0,-356.938267,0
914,21.0,-288.388004,0
915,25.0,-322.366059,0
916,40.0,-520.613801,0
917,22.0,-276.745189,0
918,26.0,-349.927554,0
919,25.0,-328.681231,0
