,length,ppl,label
671,10.0,-99.091174,0
672,32.0,-271.219744,0
673,59.0,-534.617808,0
674,15.0,-130.933557,0
675,15.0,-164.645895,0
676,33.0,-275.735783,0
677,9.0,-70.547714,0
678,25.0,-236.7995,0
679,55.0,-518.300987,0
680,41.0,-364.570852,0
681,7.0,-57.158106,0
682,5.0,-33.935652,0
683,10.0,-87.200307,0
684,13.0,-127.245618,0
685,24.0,-199.474349,0
686,11.0,-122.991225,0
687,15.0,-136.424884,0
688,26.0,-232.898584,0
689,15.0,-133.877646,0
690,14.0,-131.117034,0
691,16.0,-170.697672,0
692,33.0,-300.175727,0
693,5.0,-54.628722,0
694,37.0,-412.041459,0
695,12.0,-97.597825,0
696,13.0,-144.253079,0
697,24.0,-269.167933,0
698,34.0,-311.608615,0
699,10.0,-91.558941,0
700,35.0,-338.546481,0
701,21.0,-188.87525,0
702,31.0,-290.724964,0
703,31.0,-330.417231,0
704,29.0,-304.275812,0
705,16.0,-178.78694,0
706,17.0,-168.659002,0
707,12.0,-97.467559,0
708,32.0,-304.874591,0
709,13.0,-119.546936,0
710,39.0,-348.649466,0
711,22.0,-207.596613,0
712,20.0,-218.98774,0
713,13.0,-158.785195,0
714,16.0,-155.928373,0
715,30.0,-258.262221,0
716,20.0,-234.302974,0
717,22.0,-266.763496,0
718,11.0,-100.932274,0
719,22.0,-181.746739,0
720,19.0,-154.951819,0
721,20.0,-192.053905,0
722,40.0,-415.031393,0
723,21.0,-208.513825,0
724,4.0,-47.860632,0
725,18.0,-192.253165,0
726,11.0,-98.964167,0
727,8.0,-71.620106,0
728,39.0,-311.178121,0
729,19.0,-200.279806,0
730,29.0,-266.515423,0
731,21.0,-206.833854,0
732,11.0,-91.012224,0
733,4.0,-52.476383,0
734,37.0,-360.941825,0
735,25.0,-238.696258,0
736,32.0,-351.084372,0
737,31.0,-315.70461,0
738,16.0,-160.699521,0
739,17.0,-138.915641,0
740,56.0,-559.367002,0
741,50.0,-409.042514,0
742,33.0,-284.257587,0
743,26.0,-210.195523,0
744,29.0,-303.120982,0
745,17.0,-173.398863,0
746,29.0,-290.966094,0
747,19.0,-218.137655,0
748,8.0,-76.827191,0
749,26.0,-287.3513,0
750,24.0,-278.450131,0
751,15.0,-181.629236,0
752,38.0,-387.47151,0
753,29.0,-276.24517,0
754,25.0,-249.623172,0
755,19.0,-182.236571,0
756,23.0,-271.200207,0
757,16.0,-197.73331,0
758,23.0,-243.522884,0
759,37.0,-413.247525,0
760,38.0,-449.837324,0
761,10.0,-96.532303,0
762,20.0,-216.605771,0
763,12.0,-163.407973,0
764,25.0,-272.391996,0
765,9.0,-101.31803,0
766,27.0,-289.528517,0
767,21.0,-246.16799,0
768,23.0,-220.001856,0
769,15.0,-145.113442,0
770,17.0,-164.39444,0
771,14.0,-136.145416,0
772,21.0,-211.896172,0
773,26.0,-256.762123,0
774,4.0,-49.128026,0
775,14.0,-137.480156,0
776,22.0,-228.945574,0
777,24.0,-251.055756,0
778,42.0,-454.948794,0
779,9.0,-93.306242,0
780,18.0,-213.532112,0
781,22.0,-208.46022,0
782,25.0,-252.212892,0
783,13.0,-123.631696,0
784,9.0,-78.733969,0
785,24.0,-213.060929,0
786,28.0,-271.409998,0
787,29.0,-256.639621,0
788,51.0,-561.697003,0
789,55.0,-562.009233,0
790,23.0,-226.963757,0
791,39.0,-419.390366,0
792,12.0,-101.005545,0
793,37.0,-375.97742,0
794,32.0,-287.913332,0
795,43.0,-393.607601,0
796,14.0,-118.939924,0
797,24.0,-262.943868,0
798,7.0,-75.203359,0
799,21.0,-243.808749,0
800,16.0,-177.157373,0
801,24.0,-247.331801,0
802,18.0,-212.215152,0
803,34.0,-381.56933,0
804,21.0,-252.245815,0
805,27.0,-324.762351,0
806,44.0,-442.16025,0
807,7.0,-56.73184,0
808,18.0,-147.512057,0
809,27.0,-249.365285,0
810,17.0,-140.676324,0
811,28.0,-284.786169,0
812,26.0,-260.885034,0
813,11.0,-98.027187,0
814,6.0,-81.436491,0
815,21.0,-220.382646,0
816,18.0,-156.807516,0
817,33.0,-302.554146,0
818,14.0,-128.199645,0
819,44.0,-475.433777,0
820,11.0,-97.553183,0
821,32.0,-261.115937,0
822,27.0,-299.615271,0
823,10.0,-66.219945,0
824,13.0,-170.123872,0
825,54.0,-548.054806,0
826,23.0,-260.536956,0
827,12.0,-149.115593,0
828,23.0,-298.341165,0
829,17.0,-142.364224,0
830,27.0,-259.082939,0
831,9.0,-83.644326,0
832,25.0,-215.524375,0
833,28.0,-326.140783,0
834,40.0,-446.083263,0
835,22.0,-200.326953,0
836,27.0,-288.756147,0
837,22.0,-225.197281,0
838,23.0,-214.887422,0
839,38.0,-338.679944,0
840,12.0,-128.344616,0
841,19.0,-180.283091,0
842,26.0,-290.155519,0
843,13.0,-127.302695,0
844,18.0,-195.189271,0
845,31.0,-320.317996,0
846,71.0,-759.120298,0
847,33.0,-319.526972,0
848,11.0,-114.159784,0
849,13.0,-89.750488,0
850,21.0,-219.143729,0
851,48.0,-490.49217,0
852,9.0,-80.209528,0
853,4.0,-45.348211,0
854,17.0,-172.734473,0
855,24.0,-232.126343,0
856,19.0,-174.075315,0
857,20.0,-173.098608,0
858,21.0,-206.217958,0
859,5.0,-46.346344,0
860,46.0,-417.049086,0
861,18.0,-173.134883,0
862,45.0,-411.194043,0
863,16.0,-153.943337,0
864,12.0,-130.641349,0
865,23.0,-239.614225,0
866,39.0,-353.750461,0
867,20.0,-225.246049,0
868,48.0,-455.142006,0
869,15.0,-126.436724,0
870,16.0,-133.235816,0
871,20.0,-186.191113,0
872,35.0,-394.04564,0
873,31.0,-330.543843,0
874,20.0,-208.499368,0
875,29.0,-266.700903,0
876,14.0,-140.520367,0
877,32.0,-280.627107,0
878,30.0,-276.115441,0
879,6.0,-60.769493,0
880,44.0,-443.645801,0
881,10.0,-90.714928,0
882,27.0,-276.710551,0
883,4.0,-33.876473,0
884,31.0,-325.801773,0
885,26.0,-262.016226,0
886,22.0,-218.280182,0
887,22.0,-194.115736,0
888,2.0,-39.831994,0
889,11.0,-103.055019,0
890,31.0,-293.321277,0
891,24.0,-220.957584,0
892,27.0,-287.035211,0
893,24.0,-255.549785,0
894,28.0,-316.517945,0
895,24.0,-228.874746,0
896,27.0,-305.771908,0
897,6.0,-58.802763,0
898,28.0,-260.218353,0
899,21.0,-160.995824,0
900,5.0,-68.434069,0
901,23.0,-240.132722,0
902,31.0,-313.187864,0
903,32.0,-334.595711,0
904,25.0,-249.182158,0
905,21.0,-197.47445,0
906,26.0,-248.54438,0
907,25.0,-244.812999,0
908,22.0,-210.666271,0
909,24.0,-264.84539,0
910,14.0,-136.85925,0
911,25.0,-283.8781,0
912,29.0,-303.752393,0
